lang_a,lang_b,distance
'Are'are,Lau,0.024720250563678433
'Are'are,Arosi,0.02528960031447262
'Are'are,Kwaio,0.0261365793746711
'Are'are,Cheke Holo,0.027670158155022304
'Are'are,Bughotu,0.028704907302861373
'Are'are,Toaripi,0.02874883878585536
'Are'are,Roviana,0.029059738623227013
'Are'are,Mota,0.029382414870764633
'Are'are,Mele-Fila,0.029415602859950277
'Are'are,Shan,0.029564693363650172
Abua,Bobangi,0.022905238441650114
Abua,East-Central Tangkhul Naga,0.024639873776838104
Abua,Balinese,0.024778089268585563
Abua,Yoruba,0.025164454173873925
Abua,Tetum,0.025299683171767787
Abua,Igbo,0.025436845718245567
Abua,Maguindanao,0.0255825829916588
Abua,Tsonga,0.02563989681309375
Abua,Spanish,0.025641043476042936
Abua,Waray,0.025730299443399312
Adnyamathanha,Polish,0.0327190510954179
Adnyamathanha,Western Parbate Kham,0.03272021959838193
Adnyamathanha,Marra,0.03287754871174738
Adnyamathanha,Czech,0.03312214469937579
Adnyamathanha,Karamojong,0.03342450819917597
Adnyamathanha,Yankunytjatjara,0.03363048601254253
Adnyamathanha,Igbo,0.033691353973384346
Adnyamathanha,Thai,0.03370488570172001
Adnyamathanha,Telugu,0.03371356312693978
Adnyamathanha,Swedish,0.03380793344322116
Adyghe,Swedish,0.023371899627754364
Adyghe,Western Frisian,0.02530952847385571
Adyghe,Estonian,0.02755326253319879
Adyghe,Yue Chinese,0.027816073937843824
Adyghe,Old English,0.028269714150654733
Adyghe,Hakka Chinese,0.02915559997624585
Adyghe,Mandarin Chinese,0.030737709953850473
Adyghe,Eastern Yiddish,0.030850718094770507
Adyghe,Eastern Armenian,0.03102683944144428
Adyghe,Urdu,0.031060217469976465
Afrikaans,Danish,0.007229498195268789
Afrikaans,Dutch,0.008602914345431223
Afrikaans,Swedish,0.008849489384303015
Afrikaans,German,0.009243772065982571
Afrikaans,Polish,0.009782456403480234
Afrikaans,Serbian-Croatian-Bosnian,0.009791821729894797
Afrikaans,Hungarian,0.010282384414250214
Afrikaans,Russian,0.01053636145056441
Afrikaans,Czech,0.010669089583698615
Afrikaans,Slovenian,0.010688268085130492
Agusan Manobo,Nyole,0.027369464781529716
Agusan Manobo,Gwere,0.028978528653448497
Agusan Manobo,Gungu,0.03091247634301759
Agusan Manobo,Tetum,0.03162999031792095
Agusan Manobo,Standard Malay,0.03180725375612658
Agusan Manobo,Iban,0.0326807065519536
Agusan Manobo,Talinga-Bwisi,0.034010306398932266
Agusan Manobo,Shona,0.0341151285690607
Agusan Manobo,Kannada,0.03449949869815094
Agusan Manobo,Ga,0.03456122397637773
Ahtena,Irish,0.03234532605045762
Ahtena,Comanche,0.03275025662328656
Ahtena,Hawaiian,0.0352912102042808
Ahtena,Iban,0.03549909883414195
Ahtena,Dutch,0.036198179274670145
Ahtena,Tonga,0.036448872320569835
Ahtena,Standard Malay,0.03723445447651068
Ahtena,Estonian,0.037984400312564316
Ahtena,Northwest Sahaptin,0.03798502378676236
Ahtena,Nyanja,0.03802978581408786
Akan,Spanish,0.016600212386020462
Akan,Polish,0.016770000636664544
Akan,Swedish,0.0177397642231615
Akan,Turkish,0.018158449478350974
Akan,Yoruba,0.019715044694814682
Akan,Efik,0.019823196630440614
Akan,Standard Indonesian,0.019856717577523757
Akan,Tibetan,0.019968537657712275
Akan,Telugu,0.019976548909826683
Akan,Italian,0.020270724141618925
Akawaio-Ingariko,Maguindanao,0.03610190242307368
Akawaio-Ingariko,Tetum,0.03651416564263955
Akawaio-Ingariko,Cheke Holo,0.03692633091729507
Akawaio-Ingariko,Mandinka,0.03731840205150459
Akawaio-Ingariko,Mbay,0.03770834714125697
Akawaio-Ingariko,Marra,0.03785743042957483
Akawaio-Ingariko,Central Dagaare,0.038110616484431876
Akawaio-Ingariko,Ndonga,0.03819194575235265
Akawaio-Ingariko,Mara Chin,0.03819356657653203
Akawaio-Ingariko,Biatah Bidayuh,0.0382470860394145
Akha,Yao,0.025192946068677852
Akha,Western Bukidnon Manobo,0.025250839989162437
Akha,Balinese,0.025890290784964333
Akha,Mara Chin,0.02592199599722687
Akha,Tetum,0.026004481553061645
Akha,Maguindanao,0.026126210771196905
Akha,Mandinka,0.0263863381931914
Akha,Biatah Bidayuh,0.026477122371853658
Akha,Mizo,0.026496854775552723
Akha,Venda,0.026690635879933405
Akkadian,Polish,0.020230606660251543
Akkadian,Czech,0.022264603013518472
Akkadian,Slovenian,0.022329114786267062
Akkadian,German,0.023354685991688693
Akkadian,Old English,0.02406981126199402
Akkadian,Urdu,0.024250190778873453
Akkadian,Latin,0.024257875127924412
Akkadian,Gujarati,0.024569293627936084
Akkadian,Hindustani,0.024573314911717242
Akkadian,Eastern Armenian,0.02487947136051496
Alabama,Spanish,0.02107670957623728
Alabama,French,0.021161785713490536
Alabama,Swedish,0.021312819871826656
Alabama,Italian,0.021706310422773555
Alabama,Polish,0.02225158293051347
Alabama,Bulgarian,0.022302509688577044
Alabama,Koasati,0.022493251164116577
Alabama,Mandarin Chinese,0.02287234577395234
Alabama,Danish,0.022941363992994273
Alabama,German,0.023039811851696883
Aleut,Irish,0.027049835086715605
Aleut,Polish,0.02708415698441984
Aleut,Nepali,0.027768821067281606
Aleut,Tahitian,0.027891820750732606
Aleut,Thai,0.02790982374621221
Aleut,Standard Indonesian,0.028015755659610765
Aleut,Vietnamese,0.028044217241191105
Aleut,Tigrinya,0.028401020448620053
Aleut,Aromanian,0.028404390832346995
Aleut,Mandarin Chinese,0.028409189539888365
Amharic,Tigrinya,0.014608029289855896
Amharic,Irish,0.015834476613532697
Amharic,Standard Malay,0.015884798271202517
Amharic,Standard Arabic,0.016061154818622587
Amharic,Estonian,0.016465075458811807
Amharic,Standard Indonesian,0.01726144924051903
Amharic,Old English,0.017318954898497625
Amharic,Swahili,0.01783611553624607
Amharic,Russian,0.018521837381762454
Amharic,Welsh,0.018728499334101634
Ancient Hebrew,Dutch,0.025566959945891553
Ancient Hebrew,Old English,0.02588201569947424
Ancient Hebrew,Irish,0.027220639558699
Ancient Hebrew,Modern Hebrew,0.027717483171163272
Ancient Hebrew,Latin,0.02858548577155984
Ancient Hebrew,Standard Malay,0.028677634364991298
Ancient Hebrew,Standard Arabic,0.028825488381970125
Ancient Hebrew,Swedish,0.028889901976502326
Ancient Hebrew,Mandarin Chinese,0.029085089295467572
Ancient Hebrew,Classical Syriac,0.029154122488039343
Andalusian Arabic,Italian,0.018046729106976668
Andalusian Arabic,Spanish,0.019655649650183227
Andalusian Arabic,Standard Indonesian,0.019689336585360446
Andalusian Arabic,Bulgarian,0.01984361011387295
Andalusian Arabic,Czech,0.020136628593754008
Andalusian Arabic,Malayalam,0.02014829112794177
Andalusian Arabic,Slovenian,0.020186134859629678
Andalusian Arabic,Polish,0.02020415480575603
Andalusian Arabic,Turkish,0.020292195536529962
Andalusian Arabic,Telugu,0.02037120480929935
Aneityum,Dutch,0.026600005790119872
Aneityum,French,0.02757347507474736
Aneityum,Standard Indonesian,0.034073735289836204
Aneityum,Mandarin Chinese,0.03533588554015249
Aneityum,Afrikaans,0.03544561714251441
Aneityum,Vietnamese,0.036052416544610284
Aneityum,Daakie,0.036236714394834266
Aneityum,Haitian,0.037748992960637974
Aneityum,Tok Pisin,0.039027036791048256
Aneityum,Old English,0.04397319659925014
Angguruk Yali,Afrikaans,0.04664414664019263
Angguruk Yali,German,0.05362071661097659
Angguruk Yali,Dutch,0.05718934246818138
Angguruk Yali,Mandarin Chinese,0.06219546776910402
Angguruk Yali,Latin,0.06385796758383427
Angguruk Yali,Pennsylvania German,0.06551159689909485
Angguruk Yali,Danish,0.06570578093581667
Angguruk Yali,Japanese,0.06592129404018297
Angguruk Yali,Kâte,0.06695226182433495
Angguruk Yali,Italian,0.07030641344890043
Anufo,Spanish,0.02293236014433567
Anufo,Swedish,0.02442809206438248
Anufo,Standard Indonesian,0.025294668514380482
Anufo,French,0.026069221880027492
Anufo,Polish,0.027134700434492297
Anufo,Turkish,0.028660653080383697
Anufo,Santali,0.029093322397934634
Anufo,Latin,0.029097959030180705
Anufo,Akan,0.029337058521601327
Anufo,Tok Pisin,0.029905788302346633
Ao Naga,Scots,0.027672677547337265
Ao Naga,Tetum,0.027788780977941407
Ao Naga,Estonian,0.02890964262439666
Ao Naga,Tulu,0.029413478812510774
Ao Naga,Afrikaans,0.03136993950811305
Ao Naga,Western Frisian,0.034873775088625866
Ao Naga,Havasupai-Walapai-Yavapai,0.03505419885808014
Ao Naga,Giryama,0.03665288466240674
Ao Naga,Sie,0.037304012990423484
Ao Naga,Palauan,0.03740041794421973
Arapaho,Japanese,0.022423865412985317
Arapaho,Swedish,0.02303162353678742
Arapaho,Polish,0.024751101320490992
Arapaho,Vietnamese,0.025584483969026458
Arapaho,Mandarin Chinese,0.026208739017523932
Arapaho,Spanish,0.02639872630965722
Arapaho,Tok Pisin,0.026426969922981356
Arapaho,Standard Indonesian,0.026622464707378148
Arapaho,Pedi,0.026815836472848745
Arapaho,Italian,0.02716626731829114
Arikara,Swedish,0.025880199237721717
Arikara,Spanish,0.02647958359761749
Arikara,Italian,0.02661215900438507
Arikara,Yoruba,0.02669858601576153
Arikara,Vietnamese,0.026853730276952
Arikara,Japanese,0.026855758585046106
Arikara,Telugu,0.02697500401744608
Arikara,Thai,0.027062807708423335
Arikara,Tok Pisin,0.027182304404281286
Arikara,Bulgarian,0.027387100734344978
Aromanian,Polish,0.014585136390343296
Aromanian,Swedish,0.015022255714635493
Aromanian,French,0.015097457213803334
Aromanian,Czech,0.01739625899165224
Aromanian,Old Norse,0.02011694984811928
Aromanian,Italian,0.02024226222813642
Aromanian,German,0.021321562116948856
Aromanian,Spanish,0.021398943806761102
Aromanian,Japanese,0.02156002402316496
Aromanian,Nepali,0.021646217764803587
Arosi,Lau,0.015377974180953184
Arosi,Mele-Fila,0.02143231211136486
Arosi,Biatah Bidayuh,0.023412956263292997
Arosi,Mota,0.02348209881859259
Arosi,Tetum,0.02365081945498463
Arosi,Kwaio,0.024433599344578578
Arosi,Marra,0.02456722813066247
Arosi,Cheke Holo,0.024572550389124835
Arosi,Balinese,0.024671106784210972
Arosi,Samoan,0.025002942245767493
Arta,Tok Pisin,0.028612141605538658
Arta,Standard Indonesian,0.029589318869821253
Arta,Dutch,0.029652615594388716
Arta,Polish,0.030926822821043934
Arta,French,0.031923754024766056
Arta,Mag-Anchi Ayta,0.03220736057690834
Arta,Romanian,0.03240694537997505
Arta,Muna,0.03254810592547267
Arta,Pedi,0.03291518893004216
Arta,Mandinka,0.03309286395569749
Assamese,Bodo-Mech,0.009440445760587555
Assamese,Odia,0.009748246508527071
Assamese,Gujarati,0.010365916407650172
Assamese,Bengali,0.011313380180050688
Assamese,Malayalam,0.01178337040900884
Assamese,Manipuri,0.01200721977685046
Assamese,Urdu,0.012701974144491816
Assamese,Western Farsi,0.012780567387483044
Assamese,Hindustani,0.012948930387774522
Assamese,Yoruba,0.013319473815704147
Assyrian Neo-Aramaic,Estonian,0.033144772386965414
Assyrian Neo-Aramaic,Serbian-Croatian-Bosnian,0.03355800688302757
Assyrian Neo-Aramaic,Maithili,0.03436814050010606
Assyrian Neo-Aramaic,Afrikaans,0.0357493033028715
Assyrian Neo-Aramaic,Old Chinese,0.036873921441925875
Assyrian Neo-Aramaic,Scots,0.037006855713117195
Assyrian Neo-Aramaic,Cheyenne,0.03783027215361468
Assyrian Neo-Aramaic,Scottish Gaelic,0.0385041833241485
Assyrian Neo-Aramaic,Baba Malay,0.03850734968627244
Assyrian Neo-Aramaic,Dagbani,0.03853259442857723
Ata,Afrikaans,0.03731260503396958
Ata,Dutch,0.04136433152886313
Ata,Arosi,0.04172236941515269
Ata,Lau,0.042218476041785094
Ata,Mele-Fila,0.04362635196890202
Ata,Teop,0.04370663262775818
Ata,Bassa,0.044322629011628256
Ata,Manx,0.04443117381642608
Ata,Enga,0.0444378691039412
Ata,Sinaugoro,0.04458953467482193
Atakapa,Dutch,0.028727228526943448
Atakapa,Tok Pisin,0.029812305350374997
Atakapa,Polish,0.03056471820338808
Atakapa,Japanese,0.031226178931258126
Atakapa,Spanish,0.03132043393150715
Atakapa,French,0.03132349477856701
Atakapa,Swedish,0.03168413600680534
Atakapa,Pedi,0.03172017256577716
Atakapa,Ewe,0.0317426582178675
Atakapa,Mungaka,0.03189280453819134
Atayal,Scots,0.036953782917284954
Atayal,Estonian,0.037241113201144205
Atayal,Western Apache,0.03977092302650729
Atayal,Afrikaans,0.03981050096832567
Atayal,To'abaita,0.041481310425367124
Atayal,Seneca,0.04188027137366736
Atayal,Tetum,0.04238526188894432
Atayal,Ao Naga,0.042593578549748594
Atayal,Central Bontoc,0.0430287627587282
Atayal,Central Tarahumara,0.04326276830410477
Avestan,Old English,0.026160285943552974
Avestan,Irish,0.032040042524049066
Avestan,Standard Malay,0.03284639882101504
Avestan,Pali,0.03377842768376579
Avestan,Central Kurdish,0.033868119317667734
Avestan,Estonian,0.0338736781058582
Avestan,Afrikaans,0.03408043502069214
Avestan,Swahili,0.03425708900556941
Avestan,Amharic,0.03439245575074914
Avestan,Standard Indonesian,0.03453032523143919
Awa,Swedish,0.03526061596432193
Awa,Polish,0.03601918504773816
Awa,French,0.03730447961311749
Awa,Irish,0.03772176066467979
Awa,Czech,0.03832934815943267
Awa,Kxoe,0.038670302314934
Awa,Marra,0.039252801498215674
Awa,Kuanyama,0.0394898498653045
Awa,Zande,0.04031517453517102
Awa,Naro,0.040763932520794584
Baba Malay,Afrikaans,0.02031914857991006
Baba Malay,Serbian-Croatian-Bosnian,0.020382200955227636
Baba Malay,Maithili,0.021123243091517304
Baba Malay,Kannada,0.02174679670097897
Baba Malay,Estonian,0.02208896019941495
Baba Malay,Western Frisian,0.022385107700532154
Baba Malay,Tonga,0.02265011472827231
Baba Malay,Nzima,0.023091981945444692
Baba Malay,Malacca-Batavia Portuguese Creole,0.024139695664904696
Baba Malay,Northwestern Ojibwa,0.02439707313724414
Badaga,Telugu,0.033296799623657024
Badaga,Malayalam,0.03454783440669724
Badaga,Nepali,0.03502616184684638
Badaga,Thai,0.035028762001244926
Badaga,Mandarin Chinese,0.03527196658192939
Badaga,Italian,0.03530477485336001
Badaga,Tibetan,0.03537067950092502
Badaga,Odia,0.035726848694713764
Badaga,Hindustani,0.035744566370166216
Badaga,Vietnamese,0.03592728906133192
Bafanji,Nyankole,0.0293949841721444
Bafanji,Western Bukidnon Manobo,0.029757305273115313
Bafanji,East Limba,0.030160425243656232
Bafanji,Tetum,0.03026202361223773
Bafanji,Ncane-Mungong,0.030626462035869703
Bafanji,Shan,0.03115214343885994
Bafanji,Mandinka,0.0313677244464782
Bafanji,Central Dagaare,0.03161269717884166
Bafanji,Biatah Bidayuh,0.0316154079087059
Bafanji,Temiar,0.031724513815107006
Balinese,Shan,0.01683136227474032
Balinese,Mandarin Chinese,0.018078128075411717
Balinese,Odia,0.018319049613808012
Balinese,Yoruba,0.018333257322696955
Balinese,Biatah Bidayuh,0.018473803991997308
Balinese,Thai,0.018494510560715334
Balinese,Manipuri,0.018511190058143803
Balinese,East-Central Tangkhul Naga,0.0185256866843143
Balinese,Portuguese,0.01869919510347773
Balinese,Malayalam,0.0187291884587312
Bambara,Thai,0.020057378559108604
Bambara,Spanish,0.02022265775092248
Bambara,Standard Indonesian,0.020327123184547102
Bambara,Tok Pisin,0.020762358042277513
Bambara,Yoruba,0.021035714147455635
Bambara,Mungaka,0.021126710745462598
Bambara,Telugu,0.02113329128336676
Bambara,Mandarin Chinese,0.021164182052902995
Bambara,Italian,0.021473036032951285
Bambara,Mandinka,0.021473096407483034
Bantawa,Balinese,0.025510213955935637
Bantawa,Mandarin Chinese,0.02685913987665525
Bantawa,Spanish,0.02697513346033534
Bantawa,Polish,0.027011361014732935
Bantawa,Biatah Bidayuh,0.027055826472508492
Bantawa,Karamojong,0.027146898149164905
Bantawa,East-Central Tangkhul Naga,0.027282730902819675
Bantawa,Tsonga,0.027346567014461167
Bantawa,Waray,0.02734774278875842
Bantawa,Yoruba,0.02746574523390611
Baram Kayan,Iban,0.021319900367419757
Baram Kayan,Cheyenne,0.0243659741086894
Baram Kayan,Estonian,0.024840262963176
Baram Kayan,Tetum,0.025853255563125503
Baram Kayan,Pulaar,0.026096269407118018
Baram Kayan,Scots,0.026417300135012475
Baram Kayan,Tonga,0.026472688483464193
Baram Kayan,Gedaged,0.026719170099748668
Baram Kayan,Lamba,0.02704126946129347
Baram Kayan,West Central Oromo,0.027405303570246273
Bardi,Scots,0.049326398401546165
Bardi,Baram Kayan,0.056029718569768544
Bardi,Tetum,0.056212477853451716
Bardi,Cayubaba,0.057029759930144454
Bardi,Chantyal,0.05734696707187354
Bardi,Estonian,0.05747590783136045
Bardi,Kwamera,0.057487708707393045
Bardi,Maithili,0.057759234345755354
Bardi,Rennell-Bellona,0.05813693198501395
Bardi,To'abaita,0.05817198294709385
Bassa,Tsonga,0.021139290260548373
Bassa,Afrikaans,0.02278673040508365
Bassa,Maranao,0.02289374371360132
Bassa,Waray,0.02292215973854348
Bassa,Ncane-Mungong,0.022998255480713325
Bassa,Kwangali,0.023144780301486256
Bassa,Lao,0.02316778901638809
Bassa,Yoruba,0.023367734528167487
Bassa,Zigula-Mushungulu,0.023496398681147147
Bassa,Malayalam,0.023751423338906542
Batad Ifugao,Dutch,0.03774264452266611
Batad Ifugao,Scots,0.03834146273805941
Batad Ifugao,North Azerbaijani,0.03984946049553658
Batad Ifugao,Serbian-Croatian-Bosnian,0.04234198654502535
Batad Ifugao,Latin,0.04234298428295979
Batad Ifugao,Mandarin Chinese,0.042821014512791605
Batad Ifugao,Iban,0.04453137923060674
Batad Ifugao,Standard Malay,0.04546255791066449
Batad Ifugao,Kannada,0.045574431707159885
Batad Ifugao,Polish,0.045670506987466296
Bayungu,Djiwarli,0.03287139395183533
Bayungu,Wariyangga,0.036252176179658646
Bayungu,Yinggarda,0.03723473576921332
Bayungu,Tetum,0.03794467396362983
Bayungu,Afrikaans,0.03843250923142371
Bayungu,Estonian,0.040888584570717715
Bayungu,Kwamera,0.04243111144339575
Bayungu,Jingulu,0.04251420635392807
Bayungu,Tulu,0.0428783341723602
Bayungu,To'abaita,0.04288402009693071
Beijing Mandarin,Mandarin Chinese,0.015525937786203566
Beijing Mandarin,Spanish,0.01831803782140188
Beijing Mandarin,Dutch,0.01915631443292016
Beijing Mandarin,Japanese,0.019933036356435656
Beijing Mandarin,French,0.021374126549147617
Beijing Mandarin,Polish,0.021496012666253568
Beijing Mandarin,Danish,0.02237424274095733
Beijing Mandarin,Swedish,0.02244246870175933
Beijing Mandarin,Yue Chinese,0.02258279131162494
Beijing Mandarin,Hungarian,0.02283787003592736
Beja,Polish,0.034198830259646026
Beja,Czech,0.03429388431749904
Beja,Slovenian,0.0348927661792887
Beja,Dutch,0.03661480760813669
Beja,Gaam,0.043794128489298215
Beja,Mandarin Chinese,0.04638503844393635
Beja,German,0.04715170831468096
Beja,Somali,0.047614966529320214
Beja,Swedish,0.04767920159067435
Beja,Northwest Sahaptin,0.048108749361832466
Belanda Bor,Ncane-Mungong,0.034736282305142384
Belanda Bor,Tsonga,0.03487047206636759
Belanda Bor,Afrikaans,0.03487447644721038
Belanda Bor,Italian,0.03518333884169685
Belanda Bor,Swedish,0.035337258982933384
Belanda Bor,Bassa,0.03554910757263247
Belanda Bor,Danish,0.03563603634417033
Belanda Bor,Dutch,0.03591458817123434
Belanda Bor,Yoruba,0.03610173592461511
Belanda Bor,Maranao,0.03616784222248617
Belarusian,Slovenian,0.01332618706276811
Belarusian,Western Flemish,0.014734154530219108
Belarusian,Georgian,0.01474619995570219
Belarusian,Eastern Yiddish,0.015265783297422699
Belarusian,Eastern Armenian,0.01532844302380302
Belarusian,Sicilian,0.015539334727851298
Belarusian,Galician,0.015850420788829762
Belarusian,Western Frisian,0.016324629280756908
Belarusian,Danish,0.016483838454218344
Belarusian,Afrikaans,0.01649437603117151
Bella Coola,Maguindanao,0.028433964101789767
Bella Coola,Italian,0.02859150283048679
Bella Coola,Biatah Bidayuh,0.02893550198568245
Bella Coola,Standard Indonesian,0.029072082363799375
Bella Coola,Chamorro,0.029277891296662806
Bella Coola,Polish,0.02960062287667506
Bella Coola,Mandarin Chinese,0.029802591340235583
Bella Coola,Thai,0.029826017069293144
Bella Coola,Vietnamese,0.029857319327275866
Bella Coola,Swedish,0.02999478763493341
Bemba,Mambwe-Lungu,0.014304511847705365
Bemba,Mandarin Chinese,0.022151457525211162
Bemba,Swedish,0.02353170227173733
Bemba,Zulu,0.024976930260412655
Bemba,German,0.025494834805295484
Bemba,Tswana,0.029591737801596636
Bemba,Kurukh,0.029613977933744123
Bemba,Samoan,0.030185033387281606
Bemba,Venda,0.030546551535219575
Bemba,Mungaka,0.03133358444861953
Beng,Bini,0.03873536044407054
Beng,Thai,0.03984905385310595
Beng,Mundari,0.039917355034362306
Beng,Zande,0.03994577685585494
Beng,Shan,0.04019950198977191
Beng,Yao,0.040237544030939626
Beng,Mandinka,0.04035453036206874
Beng,Tetum,0.04049568857572783
Beng,Central Khmer,0.040584385834355974
Beng,Hausa,0.04058626144198073
Bengali,Malayalam,0.010842203545379386
Bengali,Urdu,0.011256662669410283
Bengali,Assamese,0.011313380180050688
Bengali,Gujarati,0.011340624985604949
Bengali,Western Farsi,0.01159464598137349
Bengali,Odia,0.011749002747641884
Bengali,Hindustani,0.012126108448166325
Bengali,Telugu,0.012499422845264865
Bengali,Bodo-Mech,0.012945755519487331
Bengali,Sanskrit,0.013369720934326599
Berom,Standard Indonesian,0.03128136647181072
Berom,Romanian,0.03185188699547903
Berom,Japanese,0.03185296245338317
Berom,Spanish,0.03188529202367325
Berom,Tok Pisin,0.032485966830361174
Berom,Bambara,0.03283146902777622
Berom,Swedish,0.03292574491179959
Berom,French,0.03293712124816298
Berom,Yoruba,0.03363023834820276
Berom,Bini,0.033918390250784414
Besisi,Tetum,0.03531651623191598
Besisi,Chantyal,0.03615573878485217
Besisi,Maithili,0.036643400725201065
Besisi,Pampanga,0.03688122478730188
Besisi,Estonian,0.037272556215002216
Besisi,Nzima,0.037291892983539215
Besisi,Baba Malay,0.03733321596850724
Besisi,Baram Kayan,0.03737054929306753
Besisi,Scots,0.03784935650079513
Besisi,Central Kanuri,0.037874222467686264
Biatah Bidayuh,Maguindanao,0.017156592903674252
Biatah Bidayuh,Odia,0.017917259035981885
Biatah Bidayuh,Chang Naga,0.018122115877621848
Biatah Bidayuh,Malayalam,0.018127524487016555
Biatah Bidayuh,Bodo-Mech,0.018454314010427592
Biatah Bidayuh,Balinese,0.018473803991997308
Biatah Bidayuh,Waray,0.01851850760549957
Biatah Bidayuh,Assamese,0.01859758907578457
Biatah Bidayuh,Temiar,0.01870638365244497
Biatah Bidayuh,Chamorro,0.01916172465245844
Bini,Esan,0.019877631930766856
Bini,Efik,0.021320283788482303
Bini,Mungaka,0.021961005869857192
Bini,Bambara,0.022434899511448014
Bini,Thai,0.023161704138797045
Bini,Tok Pisin,0.023267728447527544
Bini,Mandinka,0.023283295062939708
Bini,Ewe,0.02334813396569014
Bini,Venda,0.023469970257388496
Bini,Nyankole,0.023848669503807107
Bislama,Dutch,0.01870023430060059
Bislama,Standard Indonesian,0.01973585180902383
Bislama,Tok Pisin,0.019959103027687254
Bislama,Standard Malay,0.020915752698719984
Bislama,Mandarin Chinese,0.02209746485761852
Bislama,Irish,0.02234576349308806
Bislama,Afrikaans,0.022629505382083644
Bislama,Vietnamese,0.022655208889277464
Bislama,Old English,0.02310085256955137
Bislama,French,0.023784526682003062
Bobangi,Yoruba,0.01705518638348854
Bobangi,Thai,0.018419774133206068
Bobangi,Spanish,0.018824353598641787
Bobangi,Italian,0.01893877857634173
Bobangi,Mandarin Chinese,0.018961070201341308
Bobangi,Somali,0.01903053948054937
Bobangi,Telugu,0.019034955191610532
Bobangi,Kinshasa Lingala,0.01904661525832707
Bobangi,Malayalam,0.019081112054317537
Bobangi,Odia,0.019145212820380113
Bodo-Mech,Odia,0.008762323405465936
Bodo-Mech,Assamese,0.009440445760587555
Bodo-Mech,Gujarati,0.009784101970021537
Bodo-Mech,Manipuri,0.011456119770031482
Bodo-Mech,Malayalam,0.012771579929580217
Bodo-Mech,Bengali,0.012945755519487331
Bodo-Mech,Western Farsi,0.013449966748207356
Bodo-Mech,Turkish,0.013556858747277405
Bodo-Mech,Sindhi,0.014047375430059997
Bodo-Mech,Eastern Armenian,0.014073949969981016
Boko,Bokobaru,0.017753805133595223
Boko,Estonian,0.023220820848457842
Boko,Afrikaans,0.0249911402941903
Boko,Old French,0.026518731350455245
Boko,Tetum,0.027763478616458344
Boko,Western Frisian,0.029695266024861142
Boko,Scots,0.029763511774022387
Boko,Uripiv,0.03616517598623074
Boko,Finnish,0.03711210755649
Boko,Classical Nahuatl,0.05620550105379232
Bokobaru,Boko,0.017753805133595223
Bokobaru,Estonian,0.02586320643595697
Bokobaru,Afrikaans,0.026073198379467026
Bokobaru,Scots,0.029843929902742868
Bokobaru,Old French,0.029898979481897785
Bokobaru,Western Frisian,0.030010274715169198
Bokobaru,Tetum,0.03001786080297324
Bokobaru,Uripiv,0.03498471897173077
Bokobaru,Finnish,0.03819052623064694
Bokobaru,Classical Nahuatl,0.060192163209330095
Bolivar-North Chimborazo Highland Quichua,Tswana,0.02647210581234555
Bolivar-North Chimborazo Highland Quichua,Karamojong,0.02649517743794571
Bolivar-North Chimborazo Highland Quichua,Tigrinya,0.026570506543610626
Bolivar-North Chimborazo Highland Quichua,Somali,0.026873142487381624
Bolivar-North Chimborazo Highland Quichua,Mandarin Chinese,0.027586434925397498
Bolivar-North Chimborazo Highland Quichua,Halh Mongolian,0.027730128218174763
Bolivar-North Chimborazo Highland Quichua,Polish,0.027960151241200274
Bolivar-North Chimborazo Highland Quichua,Nepali,0.028049734138910876
Bolivar-North Chimborazo Highland Quichua,Standard Indonesian,0.02825332562665743
Bolivar-North Chimborazo Highland Quichua,Hungarian,0.028322764044240337
Bondo,Tetum,0.029119053276738065
Bondo,Maithili,0.029801577671191747
Bondo,Estonian,0.030852403908551956
Bondo,Chantyal,0.030881790029957338
Bondo,Baram Kayan,0.031174789272087708
Bondo,Afrikaans,0.03132556323746136
Bondo,Lamba,0.03160912761080903
Bondo,Pulaar,0.03179681258192404
Bondo,West Central Oromo,0.03232374148858102
Bondo,Sinhala,0.032538902970371465
Bongo,French,0.03287496697157845
Bongo,Tsonga,0.033734429242788924
Bongo,Spanish,0.03417771968873077
Bongo,Afrikaans,0.034482648267047236
Bongo,Bassa,0.03456055101599261
Bongo,Karamojong,0.03460085417044205
Bongo,Danish,0.03475446032086539
Bongo,Maranao,0.034805229928874165
Bongo,Italian,0.03485702828166101
Bongo,Portuguese,0.03495367627161347
Borana-Arsi-Guji Oromo,Standard Indonesian,0.025288405426038704
Borana-Arsi-Guji Oromo,Old English,0.027733190860437747
Borana-Arsi-Guji Oromo,Nyanja,0.02815654776538569
Borana-Arsi-Guji Oromo,Spanish,0.02824612873682866
Borana-Arsi-Guji Oromo,Latin,0.028488446456034287
Borana-Arsi-Guji Oromo,Kurukh,0.028536950335559166
Borana-Arsi-Guji Oromo,Romanian,0.028905883500753023
Borana-Arsi-Guji Oromo,Luo,0.02891575357230319
Borana-Arsi-Guji Oromo,Venda,0.028957838288336243
Borana-Arsi-Guji Oromo,Sidamo,0.029266841199485364
Border Kuna,Spanish,0.03615983984545217
Border Kuna,Galician,0.036517366452085115
Border Kuna,Dutch,0.036588479574545155
Border Kuna,Afrikaans,0.03686334063116233
Border Kuna,Polish,0.03694388650389897
Border Kuna,Waray,0.037426371867659
Border Kuna,Chamorro,0.03747201315615164
Border Kuna,Swedish,0.03750921241053897
