distance,langname_a,langname_b,title_a,imprint_a,year_a,title_b,imprint_b,year_b,id_a,id_b,glottocode_a,glottocode_b
0.8774899592991346,Zulu,Zulu,"Zulu-English dictionary, compiled by C. M. Doke and B. W. Vilakazi.","Witwatersrand University Press, 1964.",1964,"Zulu-English dictionary,","Witwatersrand University Press, 1953.",1953,uva.x001541743,mdp.39015040116835,zulu1248,zulu1248
0.8774899592991346,Zulu,Zulu,"Zulu-English dictionary,","Witwatersrand University Press, 1953.",1953,"Zulu-English dictionary, compiled by C. M. Doke and B. W. Vilakazi.","Witwatersrand University Press, 1964.",1964,mdp.39015040116835,uva.x001541743,zulu1248,zulu1248
1.6258159231248865,Scots,Scots,"Chambers's Scots dictionary : serving as a glossary for Ramsay, Fergusson, Burns, Scott, Galt, minor poets, kailyard novelists, and a host of other writers of the Scottish tongue / compiled by Alexander Warrack ; with an introduction and dialect map by William Grant.","W. & R. Chambers, 1984.",1984,"A Scot's dialect dictionary, comprising the words in use from the latter part of the seventeenth century to the present day, comp. by Alexander Warrack ... with an introduction and a dialect map by William Grant ...","W. & R. Chambers, Limited, 1911.",1911,inu.39000001083273,coo1.ark:/13960/t1mg85w64,scot1243,scot1243
1.6258159231248865,Scots,Scots,"A Scot's dialect dictionary, comprising the words in use from the latter part of the seventeenth century to the present day, comp. by Alexander Warrack ... with an introduction and a dialect map by William Grant ...","W. & R. Chambers, Limited, 1911.",1911,"Chambers's Scots dictionary : serving as a glossary for Ramsay, Fergusson, Burns, Scott, Galt, minor poets, kailyard novelists, and a host of other writers of the Scottish tongue / compiled by Alexander Warrack ; with an introduction and dialect map by William Grant.","W. & R. Chambers, 1984.",1984,coo1.ark:/13960/t1mg85w64,inu.39000001083273,scot1243,scot1243
1.9514303260479617,Scots,Scots,"Scots dictionary, serving as a glossary for Ramsay, Fergusson, Burns, Scott, Galt, minor poets, kailyard novelists, and a host of other writers of the Scottish tongue. With an introd. and dialect map by William Grant.",University of Alabama Press [1965],1965,"A Scot's dialect dictionary, comprising the words in use from the latter part of the seventeenth century to the present day, comp. by Alexander Warrack ... with an introduction and a dialect map by William Grant ...","W. & R. Chambers, Limited, 1911.",1911,mdp.49015002911924,coo1.ark:/13960/t1mg85w64,scot1243,scot1243
1.9514303260479617,Scots,Scots,"A Scot's dialect dictionary, comprising the words in use from the latter part of the seventeenth century to the present day, comp. by Alexander Warrack ... with an introduction and a dialect map by William Grant ...","W. & R. Chambers, Limited, 1911.",1911,"Scots dictionary, serving as a glossary for Ramsay, Fergusson, Burns, Scott, Galt, minor poets, kailyard novelists, and a host of other writers of the Scottish tongue. With an introd. and dialect map by William Grant.",University of Alabama Press [1965],1965,coo1.ark:/13960/t1mg85w64,mdp.49015002911924,scot1243,scot1243
2.075323151417246,Shan,Shan,Shan and English dictionary.,"American Baptist Mission Press, 1914.",1914,A Shan and English dictionary.,"Gregg, 1971.",1971,uc2.ark:/13960/t8pc2xt4m,mdp.39015013244408,shan1277,shan1277
2.075323151417246,Shan,Shan,A Shan and English dictionary.,"Gregg, 1971.",1971,Shan and English dictionary.,"American Baptist Mission Press, 1914.",1914,mdp.39015013244408,uc2.ark:/13960/t8pc2xt4m,shan1277,shan1277
2.092303062263982,Scots,Scots,"Scots dictionary, serving as a glossary for Ramsay, Fergusson, Burns, Scott, Galt, minor poets, kailyard novelists, and a host of other writers of the Scottish tongue. With an introd. and dialect map by William Grant.",University of Alabama Press [1965],1965,"Chambers's Scots dictionary : serving as a glossary for Ramsay, Fergusson, Burns, Scott, Galt, minor poets, kailyard novelists, and a host of other writers of the Scottish tongue / compiled by Alexander Warrack ; with an introduction and dialect map by William Grant.","W. & R. Chambers, 1984.",1984,mdp.49015002911924,inu.39000001083273,scot1243,scot1243
2.092303062263982,Scots,Scots,"Chambers's Scots dictionary : serving as a glossary for Ramsay, Fergusson, Burns, Scott, Galt, minor poets, kailyard novelists, and a host of other writers of the Scottish tongue / compiled by Alexander Warrack ; with an introduction and dialect map by William Grant.","W. & R. Chambers, 1984.",1984,"Scots dictionary, serving as a glossary for Ramsay, Fergusson, Burns, Scott, Galt, minor poets, kailyard novelists, and a host of other writers of the Scottish tongue. With an introd. and dialect map by William Grant.",University of Alabama Press [1965],1965,inu.39000001083273,mdp.49015002911924,scot1243,scot1243
2.1085318547354226,Chinese,Chinese,"[Han Ying tzʻu tien] = The Pinyin Chinese-English dictionary / editor-in-chief, Wu Jingrong.","Commercial Press ; Pitman Advanced Pub. Program, c1979.",1979,"The Pinyin Chinese-English dictionary = Han Ying ci dian / Beijing wai guo yu xue yuan Ying yu xi ""Han Ying ci dian"" bian xie zu bian.,The Pinyin Chinese-English dictionary = 漢英詞典 ／ 北京外国語學院英語系《漢英詞典》編寫組編.","Shang wu yin shu guan, 1981, 商務印書館，1981",1981,mdp.49015002913300,mdp.39015034096449,mand1415,mand1415
2.1085318547354226,Chinese,Chinese,"The Pinyin Chinese-English dictionary = Han Ying ci dian / Beijing wai guo yu xue yuan Ying yu xi ""Han Ying ci dian"" bian xie zu bian.,The Pinyin Chinese-English dictionary = 漢英詞典 ／ 北京外国語學院英語系《漢英詞典》編寫組編.","Shang wu yin shu guan, 1981, 商務印書館，1981",1981,"[Han Ying tzʻu tien] = The Pinyin Chinese-English dictionary / editor-in-chief, Wu Jingrong.","Commercial Press ; Pitman Advanced Pub. Program, c1979.",1979,mdp.39015034096449,mdp.49015002913300,mand1415,mand1415
2.542612058076771,Spanish,Spanish,"Cassell's beyond the dictionary in Spanish; a handbook of everyday usage, by A. Bryson Gerrard.",Funk & Wagnalls [c1972],1972,"Beyond the dictionary in Spanish: a handbook of everyday usage, by A. Bryson Gerrard.","Cassell, [1977, c1972].",1977,txu.059173018215668,mdp.49015002909712,stan1288,stan1288
2.542612058076771,Spanish,Spanish,"Beyond the dictionary in Spanish: a handbook of everyday usage, by A. Bryson Gerrard.","Cassell, [1977, c1972].",1977,"Cassell's beyond the dictionary in Spanish; a handbook of everyday usage, by A. Bryson Gerrard.",Funk & Wagnalls [c1972],1972,mdp.49015002909712,txu.059173018215668,stan1288,stan1288
2.5435401350675004,French,French,"The New Cassell's French dictionary: French-English, English-French.","Funk & Wagnalls, [1973].",1973,"Cassell's French-English, English-French dictionary = Dictionnaire français-anglais, anglais-français / completely revised by Denis Girard, with the assistance of Gaston Dulong, Oliver Van Oss, Charles Guinness.","Cassell ; Macmillan, 1981, c1962.",1981,pst.000049822281,mdp.39015064050795,stan1290,stan1290
2.5435401350675004,French,French,"Cassell's French-English, English-French dictionary = Dictionnaire français-anglais, anglais-français / completely revised by Denis Girard, with the assistance of Gaston Dulong, Oliver Van Oss, Charles Guinness.","Cassell ; Macmillan, 1981, c1962.",1981,"The New Cassell's French dictionary: French-English, English-French.","Funk & Wagnalls, [1973].",1973,mdp.39015064050795,pst.000049822281,stan1290,stan1290
2.7703218197038413,Malay,Malay,An English-Malay dictionary; roman characters.,"Kelly & Walsh, 1939.",1939,An English-Malay dictionary (Roman characters) by R.O. Winstedt ...,"Kelly & Walsh, limited, 1939.",1939,uc1.$b329237,mdp.39015024292156,stan1306,stan1306
2.7703218197038413,Malay,Malay,An English-Malay dictionary (Roman characters) by R.O. Winstedt ...,"Kelly & Walsh, limited, 1939.",1939,An English-Malay dictionary; roman characters.,"Kelly & Walsh, 1939.",1939,mdp.39015024292156,uc1.$b329237,stan1306,stan1306
2.969165010790677,Scots,Scots,A dictionary of Scots words and phrases in current use / James A.C. Stevenson.,"Hippocrene Books, 1998, c1989.",1989,Scoor-oot : a dictionary of Scots words and phrases in current use / James A.C. Stevenson with Iseabail Macleod.,"Athlone Press, 1989.",1989,umn.31951p00753375e,mdp.39015018631518,scot1243,scot1243
2.969165010790677,Scots,Scots,Scoor-oot : a dictionary of Scots words and phrases in current use / James A.C. Stevenson with Iseabail Macleod.,"Athlone Press, 1989.",1989,A dictionary of Scots words and phrases in current use / James A.C. Stevenson.,"Hippocrene Books, 1998, c1989.",1989,mdp.39015018631518,umn.31951p00753375e,scot1243,scot1243
3.1035109527509612,Chinese,Chinese,"Xin Han Ying ci dian / Ding Guangxun zhu bian = A New Chinese-English Dictionary / editor in chief, Ding Guang-xun.,新汉英词典 / 丁光训主编 = A New Chinese-English Dictionary / editor in chief, Ding Guang-xun.","San lian shu dian Xianggang fen dian, 1985., 三联書店香港分店, 1985.",1985,"Shi yong Han Ying ci dian = A Practical Chinese-English dictionary / [zhu bian Ding Guangxun ... et al. ; zhu yao bian xie ren yuan Wang, Junyi ... et al. ; can jia bu fen bian ji gong zuo ren yuan Wang Fusun ... et al.].,实用汉英词典 = A Practical Chinese-English dictionary / [主编丁光训 ... et al. ; 主要编写人员王俊怡 ... et al. ; 参加部分编辑工作人员王馥荪 ... et al.]","Jiangsu ren min chu ban she : Jiangsu sheng xin hua shu dian fa xing, 1983, 江苏人民出版社 : 江苏省新華書店发行, 1983",1983,uva.x001066030,uc1.b3370574,mand1415,mand1415
3.1035109527509612,Chinese,Chinese,"Shi yong Han Ying ci dian = A Practical Chinese-English dictionary / [zhu bian Ding Guangxun ... et al. ; zhu yao bian xie ren yuan Wang, Junyi ... et al. ; can jia bu fen bian ji gong zuo ren yuan Wang Fusun ... et al.].,实用汉英词典 = A Practical Chinese-English dictionary / [主编丁光训 ... et al. ; 主要编写人员王俊怡 ... et al. ; 参加部分编辑工作人员王馥荪 ... et al.]","Jiangsu ren min chu ban she : Jiangsu sheng xin hua shu dian fa xing, 1983, 江苏人民出版社 : 江苏省新華書店发行, 1983",1983,"Xin Han Ying ci dian / Ding Guangxun zhu bian = A New Chinese-English Dictionary / editor in chief, Ding Guang-xun.,新汉英词典 / 丁光训主编 = A New Chinese-English Dictionary / editor in chief, Ding Guang-xun.","San lian shu dian Xianggang fen dian, 1985., 三联書店香港分店, 1985.",1985,uc1.b3370574,uva.x001066030,mand1415,mand1415
3.114016953099956,Portuguese,Portuguese,Dicionário básico do inglês moderno = Basic dictionary of modern English : inglês-português / português-inglês.,"Edições Melhoramentos, 1978.",1978,"Dicionário Michaelis = dictionary Michaelis :English-Portuguese/Inglês-Português, Português-Inglês/Portuguese-English / [colaboracão equipe lexicográfica das Edições Melhoramentos].","Melhoramentos, 1985.",1985,txu.059173018453542,coo.31924062913011,port1283,port1283
3.114016953099956,Portuguese,Portuguese,"Dicionário Michaelis = dictionary Michaelis :English-Portuguese/Inglês-Português, Português-Inglês/Portuguese-English / [colaboracão equipe lexicográfica das Edições Melhoramentos].","Melhoramentos, 1985.",1985,Dicionário básico do inglês moderno = Basic dictionary of modern English : inglês-português / português-inglês.,"Edições Melhoramentos, 1978.",1978,coo.31924062913011,txu.059173018453542,port1283,port1283
3.1551782046458365,Xhosa,Xhosa,A new concise Xhosa-English dictionary. First rev. by W. G. Bennie and put into standard orthography by J. J. R. Jolobe.,Longmans [1963],1963,"A concise Kaffir-English dictionary, by J. McLaren...","Longmans, Green & co., 1915.",1915,uva.x001203723,mdp.39015054075695,xhos1239,xhos1239
3.1551782046458365,Xhosa,Xhosa,"A concise Kaffir-English dictionary, by J. McLaren...","Longmans, Green & co., 1915.",1915,A new concise Xhosa-English dictionary. First rev. by W. G. Bennie and put into standard orthography by J. J. R. Jolobe.,Longmans [1963],1963,mdp.39015054075695,uva.x001203723,xhos1239,xhos1239
3.418046243422531,Chinese,Chinese,"A new complete Chinese-English dictionary = Zui xin Han Ying da ci dian / Li Shide zhu bian.,A new complete Chinese-English dictionary = 最新漢英大辭典 / 李仕德主編.","Zhongguo tu shu gong si, 1962., 中國圖書公司, 1962.",1962,"Zui xin Han Ying da ci dian = A new complete Chinese-English dictionary / Li Shide zhu bian.,最新漢英大辭典 = A new complete Chinese-English dictionary / 李仕德主編.","Zhongguo tu shu chu ban gong si, [197-?], 中國圖書出版公司, [197-?]",1979,uc1.$b439024,mdp.39015054086536,mand1415,mand1415
3.418046243422531,Chinese,Chinese,"Zui xin Han Ying da ci dian = A new complete Chinese-English dictionary / Li Shide zhu bian.,最新漢英大辭典 = A new complete Chinese-English dictionary / 李仕德主編.","Zhongguo tu shu chu ban gong si, [197-?], 中國圖書出版公司, [197-?]",1979,"A new complete Chinese-English dictionary = Zui xin Han Ying da ci dian / Li Shide zhu bian.,A new complete Chinese-English dictionary = 最新漢英大辭典 / 李仕德主編.","Zhongguo tu shu gong si, 1962., 中國圖書公司, 1962.",1962,mdp.39015054086536,uc1.$b439024,mand1415,mand1415
3.498844024759496,Maori,Maori,A dictionary of the Maori language.,"R. E. Owen, Govt. printer, 1957.",1957,"A dictionary of the Maori language, by Herbert W. Williams.","P.D. Hasselberg, Govt. printer, 1985 printing.",1985,mdp.39015012850916,mdp.39015012837798,maor1246,maor1246
3.498844024759496,Maori,Maori,"A dictionary of the Maori language, by Herbert W. Williams.","P.D. Hasselberg, Govt. printer, 1985 printing.",1985,A dictionary of the Maori language.,"R. E. Owen, Govt. printer, 1957.",1957,mdp.39015012837798,mdp.39015012850916,maor1246,maor1246
3.8039282242410746,Chinese,Chinese,A Current Chinese-English dictionary = Xian dai Han Ying ci dian.,"Cosmos Books, 1978.",1978,"Zui xin Han Ying ci dian = A new Chinese-English dictionary.,最新汉英词典 = A new Chinese-English dictionary.","Yun nan shu ju, 1978., 云南书局, 1978.",1978,uva.x000082550,uc1.$b341542,mand1415,mand1415
3.8039282242410746,Chinese,Chinese,"Zui xin Han Ying ci dian = A new Chinese-English dictionary.,最新汉英词典 = A new Chinese-English dictionary.","Yun nan shu ju, 1978., 云南书局, 1978.",1978,A Current Chinese-English dictionary = Xian dai Han Ying ci dian.,"Cosmos Books, 1978.",1978,uc1.$b341542,uva.x000082550,mand1415,mand1415
3.84618731922635,Lundayeh,Lundayeh,"Lundayeh dictionary : Lundayeh--English dictionary / [writer, Ricky Yakub Ganang ; contributors, Jay Crain, Vicki Pearson Rounds]","National Department for Culture and Arts, Ministry of Information, Communication and Culture, Malaysia, 2009",2009,"Kemaloh Lundayeh - English dictionary : and Bibliographic list of materials relating to the Lundayeh-lun Bawang-kelabit and related groups of Sarawak, Sabah, Brunei and East Kalimantan / Ricky Ganang, Jay Crain, Vicki Pearson-Rounds.","Borneo Research Council, 2008.",2008,uc1.31822036315950,mdp.39015077138041,lund1271,lund1271
3.84618731922635,Lundayeh,Lundayeh,"Kemaloh Lundayeh - English dictionary : and Bibliographic list of materials relating to the Lundayeh-lun Bawang-kelabit and related groups of Sarawak, Sabah, Brunei and East Kalimantan / Ricky Ganang, Jay Crain, Vicki Pearson-Rounds.","Borneo Research Council, 2008.",2008,"Lundayeh dictionary : Lundayeh--English dictionary / [writer, Ricky Yakub Ganang ; contributors, Jay Crain, Vicki Pearson Rounds]","National Department for Culture and Arts, Ministry of Information, Communication and Culture, Malaysia, 2009",2009,mdp.39015077138041,uc1.31822036315950,lund1271,lund1271
3.8891386868922537,Korean,Korean,"Essensŭ Han-Yŏng sajŏn = Minjungseorim's essence Korean-English dictionary / Minjung Sŏrim Pʼyŏnjĭpkuk pʼyŏn,엣센스韓英辭典 = Minjungseorim's essence Korean-English dictionary / 民衆書林編輯局．編","Minjungsŏrim, 1987, 民衆書林, 1987",1987,Minjung's Essence Korean-English dictionary / [edited by the Minjungseorim's editorial staff].,"Hollym International Corp., 1996, c1990.",1996,uc1.31822027665041,mdp.49015002913268,kore1280,kore1280
3.8891386868922537,Korean,Korean,Minjung's Essence Korean-English dictionary / [edited by the Minjungseorim's editorial staff].,"Hollym International Corp., 1996, c1990.",1996,"Essensŭ Han-Yŏng sajŏn = Minjungseorim's essence Korean-English dictionary / Minjung Sŏrim Pʼyŏnjĭpkuk pʼyŏn,엣센스韓英辭典 = Minjungseorim's essence Korean-English dictionary / 民衆書林編輯局．編","Minjungsŏrim, 1987, 民衆書林, 1987",1987,mdp.49015002913268,uc1.31822027665041,kore1280,kore1280
4.081460150513228,French,French,French-English and English-French dictionary.,"Ottenheimer Publishers, c1960.",1960,The Classic French dictionary : French-English and English-French.,"Follett, 1956 [c1927].",1927,pst.000063981698,pst.000044704193,stan1290,stan1290
4.081460150513228,French,French,The Classic French dictionary : French-English and English-French.,"Follett, 1956 [c1927].",1927,French-English and English-French dictionary.,"Ottenheimer Publishers, c1960.",1960,pst.000044704193,pst.000063981698,stan1290,stan1290
4.147214920070585,Armenian,Armenian,"Ěndardzak baṛaran hayerēnē anglierēn, ashkhatasiretsʻ Mesrop K. Guyumchean = A comprehensive dictionary, Armenian-English / by Mesrob G. Kouyoumdjian.,Ընդարձակ բառարան հայերէնէ անգլիերէն, աշխատասիրեց Մեսրոպ Կ. Գույումճեան = A comprehensive dictionary, Armenian-English / by Mesrob G. Kouyoumdjian.","[Hrat. H.I.Ě. Miutʻean Nurhan Frēnkean Himnadramin.] [Dimel Baikar Armenian daily, Watertown, Mass.], [pref. 1970], [Հրատ. Հ.Ի.Ը. Միութեան Նուրհան Ֆրէնկեան Հիմնադրամին.] [Dimel Baikar Armenian daily, Watertown, Mass.], [pref. 1970]",1970,"A comprehensive dictionary, Armenian-English.",Sahag-Mesrob Press [pref. 1950],1950,mdp.39015020740885,mdp.39015013975803,nucl1235,nucl1235
4.147214920070585,Armenian,Armenian,"A comprehensive dictionary, Armenian-English.",Sahag-Mesrob Press [pref. 1950],1950,"Ěndardzak baṛaran hayerēnē anglierēn, ashkhatasiretsʻ Mesrop K. Guyumchean = A comprehensive dictionary, Armenian-English / by Mesrob G. Kouyoumdjian.,Ընդարձակ բառարան հայերէնէ անգլիերէն, աշխատասիրեց Մեսրոպ Կ. Գույումճեան = A comprehensive dictionary, Armenian-English / by Mesrob G. Kouyoumdjian.","[Hrat. H.I.Ě. Miutʻean Nurhan Frēnkean Himnadramin.] [Dimel Baikar Armenian daily, Watertown, Mass.], [pref. 1970], [Հրատ. Հ.Ի.Ը. Միութեան Նուրհան Ֆրէնկեան Հիմնադրամին.] [Dimel Baikar Armenian daily, Watertown, Mass.], [pref. 1970]",1970,mdp.39015013975803,mdp.39015020740885,nucl1235,nucl1235
4.346715355042946,Chinese,Chinese,"Zui xin Han Ying ci dian = A new Chinese-English dictionary.,最新汉英词典 = A new Chinese-English dictionary.","Yun nan shu ju, 1978., 云南书局, 1978.",1978,"Xian dai Han Ying ci dian = A current Chinese-English dictionary / Beijing yu yan xue yuan bian ji yan jiu bu ""Xian dai Han Ying ci dian"" bian xie zu.,现代汉英词典 = A current Chinese-English dictionary / 北京语言学院编辑研究部《现代 汉英词典》编写组.","Jiangxi ren min chu ban she : Jiangxi sheng xin hua shu dian fa xing, 1979, 江西人民出版社 : 江西省新華書店发行, 1979",1979,uc1.$b341542,mdp.39015021348621,mand1415,mand1415
4.346715355042946,Chinese,Chinese,"Xian dai Han Ying ci dian = A current Chinese-English dictionary / Beijing yu yan xue yuan bian ji yan jiu bu ""Xian dai Han Ying ci dian"" bian xie zu.,现代汉英词典 = A current Chinese-English dictionary / 北京语言学院编辑研究部《现代 汉英词典》编写组.","Jiangxi ren min chu ban she : Jiangxi sheng xin hua shu dian fa xing, 1979, 江西人民出版社 : 江西省新華書店发行, 1979",1979,"Zui xin Han Ying ci dian = A new Chinese-English dictionary.,最新汉英词典 = A new Chinese-English dictionary.","Yun nan shu ju, 1978., 云南书局, 1978.",1978,mdp.39015021348621,uc1.$b341542,mand1415,mand1415
4.430071386646338,Kannada,Kannada,"Dictionary, Kannada and English = Ḍikṣnarī, KannaḍaIṅglīṣ / by W. Reeve ; rev., corr., and enl. by Daniel Sanderson.","Asian Educational Services, 1979.",1979,"A dictionary, Canarese and English. Rev., corr. and enl. by Daniel Sanderson.","Printed at the Wesleyan Mission Press, 1858.",1858,mdp.39015046867985,hvd.32044086551108,nucl1305,nucl1305
4.430071386646338,Kannada,Kannada,"A dictionary, Canarese and English. Rev., corr. and enl. by Daniel Sanderson.","Printed at the Wesleyan Mission Press, 1858.",1858,"Dictionary, Kannada and English = Ḍikṣnarī, KannaḍaIṅglīṣ / by W. Reeve ; rev., corr., and enl. by Daniel Sanderson.","Asian Educational Services, 1979.",1979,hvd.32044086551108,mdp.39015046867985,nucl1305,nucl1305
4.4750906433348385,Spanish,Spanish,"A dictionary Spanish and English, and English and Spanish : containing the signification of words, and their different uses, together with the terms of arts, sciencies, trades, and the spanish words accented and spelled according to the regulation of the Royal Spanish Academy of Madrid / by Joseph Baretti secretary for foreing correspondence to the Royal Academy of Painting, Sculpture, and Architecture.","Printed by Luke Hansard, Great Turnstile, Lincoln'-Inn Field, 1800.",1800,"A dictionary, Spanish and English, and English and Spanish: containing the signification of words, and their different uses ... and the Spanish words accented and spelled according to the regulation of the Royal Spanish academy of Madrid.",Printed for F. Wingrave [etc.] 1800.,1800,ucm.5322006174,nyp.33433069242406,stan1288,stan1288
4.4750906433348385,Spanish,Spanish,"A dictionary, Spanish and English, and English and Spanish: containing the signification of words, and their different uses ... and the Spanish words accented and spelled according to the regulation of the Royal Spanish academy of Madrid.",Printed for F. Wingrave [etc.] 1800.,1800,"A dictionary Spanish and English, and English and Spanish : containing the signification of words, and their different uses, together with the terms of arts, sciencies, trades, and the spanish words accented and spelled according to the regulation of the Royal Spanish Academy of Madrid / by Joseph Baretti secretary for foreing correspondence to the Royal Academy of Painting, Sculpture, and Architecture.","Printed by Luke Hansard, Great Turnstile, Lincoln'-Inn Field, 1800.",1800,nyp.33433069242406,ucm.5322006174,stan1288,stan1288
4.51016825270287,Chinese,Chinese,A complete Chinese-English dictionary / by O. Z. Tsang.,"Republican Press, 1929.",1937,"Zui xin Han Ying da ci dian = A new complete Chinese-English dictionary / Li Shide zhu bian.,最新漢英大辭典 = A new complete Chinese-English dictionary / 李仕德主編.","Zhongguo tu shu chu ban gong si, [197-?], 中國圖書出版公司, [197-?]",1979,uc1.l0085268639,mdp.39015054086536,mand1415,mand1415
4.51016825270287,Chinese,Chinese,"Zui xin Han Ying da ci dian = A new complete Chinese-English dictionary / Li Shide zhu bian.,最新漢英大辭典 = A new complete Chinese-English dictionary / 李仕德主編.","Zhongguo tu shu chu ban gong si, [197-?], 中國圖書出版公司, [197-?]",1979,A complete Chinese-English dictionary / by O. Z. Tsang.,"Republican Press, 1929.",1937,mdp.39015054086536,uc1.l0085268639,mand1415,mand1415
4.530255371627315,Vietnamese,Vietnamese,"Txu điten Viuet-Anh = Vietnamese-English dictionary / biên soạn, Đqang Chran Liêu, Lê Khka Kre, Phạm Duy Trọng","Nhà Xurat bkan Tp. Hso Chí Minh, [2001]",2000,"Từ điển Việt-Anh = Vietnamese-English dictionary / biên soạn, Đặng Chấn Liêu, Lê Khả Kế, Phạm Duy Trọng.","Nhà xuất bản TP. Hồ Chí Minh, 2003.",2003,uc1.31822035161611,uc1.31210023472069,viet1252,viet1252
4.530255371627315,Vietnamese,Vietnamese,"Từ điển Việt-Anh = Vietnamese-English dictionary / biên soạn, Đặng Chấn Liêu, Lê Khả Kế, Phạm Duy Trọng.","Nhà xuất bản TP. Hồ Chí Minh, 2003.",2003,"Txu điten Viuet-Anh = Vietnamese-English dictionary / biên soạn, Đqang Chran Liêu, Lê Khka Kre, Phạm Duy Trọng","Nhà Xurat bkan Tp. Hso Chí Minh, [2001]",2000,uc1.31210023472069,uc1.31822035161611,viet1252,viet1252
4.602742527581761,Spanish,Spanish,A dictionary of the Spanish and English and English and Spanish languages ... By Alfred Elwes ...,"J. Weale, 1854.",1854,A dictionary of the Spanish language in two parts: I. Spanish-English; 2. English-Spanish.,"Crosby Lockwood and Son, 1888.",1888,njp.32101067488005,hvd.hn2cet,stan1288,stan1288
4.602742527581761,Spanish,Spanish,A dictionary of the Spanish language in two parts: I. Spanish-English; 2. English-Spanish.,"Crosby Lockwood and Son, 1888.",1888,A dictionary of the Spanish and English and English and Spanish languages ... By Alfred Elwes ...,"J. Weale, 1854.",1854,hvd.hn2cet,njp.32101067488005,stan1288,stan1288
4.672135882150265,Chinese,Chinese,A complete Chinese-English dictionary / by O. Z. Tsang.,"Republican Press, 1929.",1937,"A new complete Chinese-English dictionary = Zui xin Han Ying da ci dian / Li Shide zhu bian.,A new complete Chinese-English dictionary = 最新漢英大辭典 / 李仕德主編.","Zhongguo tu shu gong si, 1962., 中國圖書公司, 1962.",1962,uc1.l0085268639,uc1.$b439024,mand1415,mand1415
4.672135882150265,Chinese,Chinese,"A new complete Chinese-English dictionary = Zui xin Han Ying da ci dian / Li Shide zhu bian.,A new complete Chinese-English dictionary = 最新漢英大辭典 / 李仕德主編.","Zhongguo tu shu gong si, 1962., 中國圖書公司, 1962.",1962,A complete Chinese-English dictionary / by O. Z. Tsang.,"Republican Press, 1929.",1937,uc1.$b439024,uc1.l0085268639,mand1415,mand1415
4.699469802138035,French,French,"Heath's new French and English, French-English, English-French, dictionary, with pronunciation based on the system of the Association phonétique internationale; edited by Ernest A. Baker with an introduction by Alexander Green.",D. C. Heath and company [c1932],1932,"Cassell's new French-English, English-French dictionary, with key to pronunciations and an appendix of proper names, weights and measures, etc; edited by Ernest A. Baker. With an introduction by Frank H. Vizetelly.",Funk & Wagnalls [c1930],1930,mdp.39015016034327,mdp.39015003632513,stan1290,stan1290
4.699469802138035,French,French,"Cassell's new French-English, English-French dictionary, with key to pronunciations and an appendix of proper names, weights and measures, etc; edited by Ernest A. Baker. With an introduction by Frank H. Vizetelly.",Funk & Wagnalls [c1930],1930,"Heath's new French and English, French-English, English-French, dictionary, with pronunciation based on the system of the Association phonétique internationale; edited by Ernest A. Baker with an introduction by Alexander Green.",D. C. Heath and company [c1932],1932,mdp.39015003632513,mdp.39015016034327,stan1290,stan1290
4.88319110156809,Chinese,Chinese,A Current Chinese-English dictionary = Xian dai Han Ying ci dian.,"Cosmos Books, 1978.",1978,"Xian dai Han Ying ci dian = A current Chinese-English dictionary / Beijing yu yan xue yuan bian ji yan jiu bu ""Xian dai Han Ying ci dian"" bian xie zu.,现代汉英词典 = A current Chinese-English dictionary / 北京语言学院编辑研究部《现代 汉英词典》编写组.","Jiangxi ren min chu ban she : Jiangxi sheng xin hua shu dian fa xing, 1979, 江西人民出版社 : 江西省新華書店发行, 1979",1979,uva.x000082550,mdp.39015021348621,mand1415,mand1415
4.88319110156809,Chinese,Chinese,"Xian dai Han Ying ci dian = A current Chinese-English dictionary / Beijing yu yan xue yuan bian ji yan jiu bu ""Xian dai Han Ying ci dian"" bian xie zu.,现代汉英词典 = A current Chinese-English dictionary / 北京语言学院编辑研究部《现代 汉英词典》编写组.","Jiangxi ren min chu ban she : Jiangxi sheng xin hua shu dian fa xing, 1979, 江西人民出版社 : 江西省新華書店发行, 1979",1979,A Current Chinese-English dictionary = Xian dai Han Ying ci dian.,"Cosmos Books, 1978.",1978,mdp.39015021348621,uva.x000082550,mand1415,mand1415
4.979742020003406,Pali,Pali,"The Pali-English dictionary / edited by T.W. Rhys Davids, William Stede.","Asian Educational Services, 1997.",1997,Pali-English dictionary / edited by T. W. Rhys Davids and William Stede.,"Oriental Books Reprint Corp., 1975.",1975,wu.89063890263,uva.x004232250,pali1273,pali1273
4.979742020003406,Pali,Pali,Pali-English dictionary / edited by T. W. Rhys Davids and William Stede.,"Oriental Books Reprint Corp., 1975.",1975,"The Pali-English dictionary / edited by T.W. Rhys Davids, William Stede.","Asian Educational Services, 1997.",1997,uva.x004232250,wu.89063890263,pali1273,pali1273
4.980085705859245,Latin,Latin,The pocket Oxford Latin dictionary / edited by James Morwood.,"Oxford University Press, 2000.",2000,The Oxford Latin minidictionary / edited by James Morwood,"Oxford University Press, 1995",1995,uva.x006077784,uc1.32106013894156,lati1261,lati1261
4.980085705859245,Latin,Latin,The Oxford Latin minidictionary / edited by James Morwood,"Oxford University Press, 1995",1995,The pocket Oxford Latin dictionary / edited by James Morwood.,"Oxford University Press, 2000.",2000,uc1.32106013894156,uva.x006077784,lati1261,lati1261
